Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,OppFoulPts,Aamp,Aspkr,Atrap,AutoPts,Tamp,Tspkr,Tspkrpts,Ttrap,TotNotes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,NotePts,StagePts
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,,
2024isde1,qm,2024isde1_qm19,19,R,Red3A,A,frc6740,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,,
2024isde1,qm,2024isde1_qm2,2,R,Red1S,S,frc6230,False,24,0,0,19,0,0,0,2,6,2,3,10,6,5,16,22,0,0,11,22,0,,
2024isde1,qm,2024isde1_qm2,2,R,Red2C,C,frc6740,False,24,0,0,19,0,0,0,2,6,2,3,10,6,5,16,22,0,0,11,22,0,,
2024isde1,qm,2024isde1_qm2,2,R,Red3A,A,frc7177,False,24,0,0,19,0,0,0,2,6,2,3,10,6,5,16,22,0,0,11,22,0,,
2024isde1,qm,2024isde1_qm20,20,R,Red1S,S,frc2230,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,,
2024isde1,qm,2024isde1_qm20,20,R,Red2C,C,frc5135,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,,
2024isde1,qm,2024isde1_qm20,20,R,Red3A,A,frc5654,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,,
2024isde1,qm,2024isde1_qm21,21,R,Red1S,S,frc5715,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,,
2024isde1,qm,2024isde1_qm21,21,R,Red2C,C,frc5951,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,,
2024isde1,qm,2024isde1_qm21,21,R,Red3A,A,frc3211,False,55,1,0,0,0,2,10,12,8,4,4,20,8,8,28,36,0,0,18,46,5,,
2024isde1,qm,2024isde1_qm22,22,R,Red1S,S,frc3316,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,,
2024isde1,qm,2024isde1_qm22,22,R,Red2C,C,frc1690,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,,
2024isde1,qm,2024isde1_qm22,22,R,Red3A,A,frc5135,True,76,1,0,0,0,5,25,29,3,2,10,10,20,12,30,33,5,1,20,58,9,,
2024isde1,qm,2024isde1_qm23,23,R,Red1S,S,frc8175,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,,
2024isde1,qm,2024isde1_qm23,23,R,Red2C,C,frc5990,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,,
2024isde1,qm,2024isde1_qm23,23,R,Red3A,A,frc6740,True,43,1,0,5,0,1,5,9,7,4,3,20,6,7,26,33,0,0,15,38,1,,
2024isde1,qm,2024isde1_qm24,24,R,Red1S,S,frc1576,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,,
2024isde1,qm,2024isde1_qm24,24,R,Red2C,C,frc9738,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,,
2024isde1,qm,2024isde1_qm24,24,R,Red3A,A,frc5715,False,53,0,0,2,0,3,15,17,2,1,8,5,16,9,21,23,0,0,14,38,4,,
2024isde1,qm,2024isde1_qm25,25,R,Red1S,S,frc4338,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,,
2024isde1,qm,2024isde1_qm25,25,R,Red2C,C,frc3083,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,,
2024isde1,qm,2024isde1_qm25,25,R,Red3A,A,frc9303,False,19,0,0,2,0,1,5,7,0,0,4,0,8,4,8,8,0,0,5,13,4,,
2024isde1,qm,2024isde1_qm26,26,R,Red1S,S,frc3339,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,,
2024isde1,qm,2024isde1_qm26,26,R,Red2C,C,frc7177,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,,
2024isde1,qm,2024isde1_qm26,26,R,Red3A,A,frc3065,True,42,0,0,0,0,2,10,12,6,3,3,15,6,6,21,27,0,0,14,37,1,,
2024isde1,qm,2024isde1_qm27,27,R,Red1S,S,frc5135,True,60,1,0,0,1,1,7,9,2,2,14,10,28,16,38,40,0,0,20,47,1,,
2024isde1,qm,2024isde1_qm27,27,R,Red2C,C,frc1942,True,60,1,0,0,1,1,7,9,2,2,14,10,28,16,38,40,0,0,20,47,1,,
